SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
2,-122.3252884,47.618896,1953,127400,127400,2805991,Matched,Intersection,29161,SUMMIT AVE E AND E OLIVE WAY,,,2,Injury Collision,Left Turn,3,0,0,2,2011/07/30 00:00:00+00,7/30/2011 2:13:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,1,Clear,Dry,Dark - Street Lights On,,11211004,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.330034,47.62686964,1954,101600,101600,3274364,Matched,Block,,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2009/05/18 00:00:00+00,5/18/2009 9:35:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,9138032,,32,One parked--one moving,0,0,N
1,-122.392985,47.67445672,1955,117700,117700,3376551,Matched,Intersection,25198,28TH AVE NW AND NW 63RD ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2010/02/05 00:00:00+00,02-05-2010 21:37,At Intersection (intersection related),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Overcast,Dry,Dark - Street Lights On,,10036022,,50,Fixed object,0,0,N
1,-122.325633,47.61848878,1956,225500,225820,E573072,Matched,Intersection,29162,E DENNY WAY AND E OLIVE WAY, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2016/07/21 00:00:00+00,7/21/2016 4:22:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.350019,47.69963475,1957,135300,135300,3502903,Matched,Intersection,37414,FREMONT AVE N AND N 97TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2012/12/15 00:00:00+00,12/15/2012 10:56:00 PM,At Intersection (intersection related),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear,Wet,Dark - Street Lights On,,12350005,,50,Fixed object,0,0,N
1,-122.2770721,47.54932604,1958,68400,68400,2806976,Matched,Block,,RAINIER AVE S BETWEEN S JUNEAU ST AND S KENNY ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2007/04/29 00:00:00+00,4/29/2007 6:41:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,7119006,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.2902029,47.66941629,1959,130100,130100,3375114,Matched,Block,,35TH AVE NE BETWEEN NE 55TH ST AND NE 57TH ST,,,1,Property Damage Only Collision,Parked Car,4,0,0,2,2011/01/24 00:00:00+00,1/24/2011 5:21:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Raining,Wet,Daylight,,11024010,,32,One parked--one moving,0,0,N
1,-122.3006329,47.67106879,1960,178500,178540,3575730,Matched,Block,,25TH AVE NE BETWEEN NE 57TH ST AND NE 60TH ST, ,,1,Property Damage Only Collision,Rear Ended,5,0,0,3,2014/10/30 00:00:00+00,10/30/2014 9:43:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3854566,47.56197325,1961,220100,220380,3505381,Matched,Block,,42ND AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST, ,,2,Injury Collision,Angles,4,0,0,2,2016/05/25 00:00:00+00,5/25/2016 6:43:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3447064,47.7057972,1962,251100,251700,E726532,Matched,Block,,AURORA AVE N BETWEEN N NORTHGATE WAY AND N 107TH S ST, ,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2017/10/23 00:00:00+00,10/23/2017 9:35:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
2,-122.3660017,47.68693636,1963,91700,91700,2795352,Matched,Intersection,24137,8TH AVE NW AND NW 80TH ST,,,2,Injury Collision,Angles,3,0,0,2,2008/05/05 00:00:00+00,05-05-2008,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights Off,,8126009,Y,10,Entering at angle,0,0,N
1,-122.3278873,47.61617237,1964,228800,229160,E592055,Matched,Block,,MELROSE AVE BETWEEN YALE AVE AND OLIVE WAY, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2016/09/11 00:00:00+00,09-11-2016 16:26,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.2963285,47.71845145,1965,156100,156120,3645915,Matched,Block,,30TH AVE NE BETWEEN LAKE CITY N WAY NE AND NE 125TH ST, ,,2,Injury Collision,Angles,2,0,0,2,2013/10/30 00:00:00+00,10/30/2013 3:27:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.3066088,47.57603394,1966,268000,268780,3811929,Matched,Block,,20TH AVE S BETWEEN S STEVENS ST AND S HANFORD ST, ,,2,Injury Collision,Angles,2,0,0,2,2018/01/28 00:00:00+00,1/28/2018 2:08:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.2618426,47.50251813,1967,120100,120100,3567070,Matched,Block,,S LEO ST BETWEEN 56TH E AVE S AND 57TH AVE S,,,1,Property Damage Only Collision,Other,1,0,0,1,2011/06/11 00:00:00+00,06-11-2011 23:36,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Dark - Street Lights On,,11162002,,50,Fixed object,0,0,N
1,-122.3387532,47.61582546,1968,225000,225300,E569693,Matched,Intersection,29536,7TH AVE AND LENORA ST, ,,1,Property Damage Only Collision,Sideswipe,5,0,0,2,2016/08/02 00:00:00+00,08-02-2016 13:13,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3448343,47.71354798,1969,171300,171320,3706576,Matched,Block,,AURORA AVE N BETWEEN N 115TH ST AND N 117TH PL, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2014/07/04 00:00:00+00,07-04-2014 02:57,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3240791,47.59835024,1970,94300,94300,3200359,Matched,Block,,S KING ST BETWEEN MAYNARD AL S AND 7TH AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2009/08/29 00:00:00+00,8/29/2009 1:53:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Dark - Street Lights On,,9241017,,32,One parked--one moving,0,0,N
1,-122.2860788,47.60203441,1971,185200,185280,3700975,Matched,Block,,ERIE AVE BETWEEN DEAD END AND LAKE WASHINGTON BLVD, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2015/02/01 00:00:00+00,02-01-2015 19:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Unknown,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
2,-122.29886,47.66122223,1972,86000,86000,2894940,Matched,Block,,NE 45TH ST BETWEEN NE 45TH ST RP AND MONTLAKE BLVD NE,,,2,Injury Collision,Angles,3,0,0,2,2008/11/20 00:00:00+00,11/20/2008 4:52:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights On,,8325008,,10,Entering at angle,0,0,N
1,-122.3034554,47.64418921,1973,182500,182560,3626436,Matched,Block,,MONTLAKE BV EB ON RP BETWEEN MONTLAKE BLVD E AND SR520 EB, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2014/12/30 00:00:00+00,12/30/2014 3:09:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3449719,47.72275671,1974,210700,210940,E501455,Matched,Block,,AURORA AVE N BETWEEN N 128TH ST AND N 130TH ST, ,,2,Injury Collision,Rear Ended,6,0,0,4,2015/12/23 00:00:00+00,12/23/2015 10:59:00 AM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Wet,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.3162369,47.6985536,1975,76300,76300,2795229,Matched,Block,,NE 96TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,,,1,Property Damage Only Collision,Parked Car,4,0,0,3,2007/02/03 00:00:00+00,02-03-2007,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,7034022,,32,One parked--one moving,0,0,N
2,-122.3454359,47.67913448,1976,207100,207300,3788877,Matched,Block,,AURORA AVE N BETWEEN N 68TH ST AND N 70TH ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,2015/11/07 00:00:00+00,11-07-2015 07:00,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Unknown,Unknown,Unknown,,,,0,Vehicle going straight hits pedestrian,0,522797,N
1,-122.3120029,47.71940797,1977,154600,154620,3572904,Matched,Block,,NE 125TH ST BETWEEN 15TH AVE NE AND 16TH AVE NE, ,,1,Property Damage Only Collision,Angles,4,0,0,2,2013/09/21 00:00:00+00,9/21/2013 3:15:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.2866875,47.59046653,1978,265300,266099,3702200,Matched,Block,,LAKESIDE AVE S BETWEEN S IRVING ST AND S DAY ST, ,,2,Injury Collision,Other,1,0,0,1,2018/01/12 00:00:00+00,01-12-2018 23:00,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,Y,Overcast,Wet,Dark - Street Lights On,,,,50,Fixed object,0,0,N
1,-122.2991179,47.6214915,1979,125000,125000,3559976,Matched,Block,,E MADISON ST BETWEEN 25TH AVE E AND 26TH AVE E,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2011/04/05 00:00:00+00,04-05-2011 16:51,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Overcast,Dry,Daylight,,11095010,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3271037,47.64319149,1980,202700,202840,3734836,Matched,Intersection,28298,YALE AVE E AND E ROANOKE ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,2015/09/18 00:00:00+00,9/18/2015 5:00:00 PM,At Intersection (intersection related),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Overcast,Unknown,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3207029,47.66495773,1981,142400,142400,3508127,Matched,Intersection,25786,7TH AVE NE AND NE 50TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2012/10/15 00:00:00+00,10/15/2012 9:47:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,12289040,,10,Entering at angle,0,0,N
1,-122.324487,47.60862448,1982,169700,169720,3583785,Matched,Intersection,29922,BOREN AVE AND MARION ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2014/06/10 00:00:00+00,06-10-2014 09:40,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,29,From opposite direction - one left turn - one right turn,0,0,N
2,-122.3237585,47.59709153,1983,107900,107900,3383602,Matched,Block,,7TH AVE S BETWEEN S WELLER ST AND S LANE ST,,,2,Injury Collision,Pedestrian,2,1,0,1,2010/09/25 00:00:00+00,9/25/2010 2:30:00 AM,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,Y,Clear,Dry,Dark - Street Lights On,,10268010,,0,Vehicle going straight hits pedestrian,0,0,N
1,-122.3735799,47.67235754,1984,147700,147720,3641627,Matched,Intersection,25395,14TH AVE NW AND NW 60TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2013/06/04 00:00:00+00,06-04-2013 12:35,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3638817,47.62586164,1985,118900,118900,3477103,Matched,Block,,W ROY ST BETWEEN 5TH AVE W AND DEAD END 1,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2011/08/29 00:00:00+00,8/29/2011 4:30:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Dark - Street Lights On,,11241019,,32,One parked--one moving,0,0,N
1,-122.3767666,47.67864679,1986,230300,230700,E597959,Matched,Block,,15TH AVE NW BETWEEN NW 67TH ST AND NW 70TH ST, ,,1,Property Damage Only Collision,Rear Ended,1,0,0,2,2016/10/08 00:00:00+00,10-08-2016 17:00,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dusk,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3260552,47.68270162,1988,181100,181140,3588445,Matched,Block,,LATONA AVE NE BETWEEN WOODLAWN N AVE NE AND NE 75TH ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,2014/12/15 00:00:00+00,12/15/2014 3:00:00 PM,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
1,-122.325099,47.68676836,1989,114400,114400,3564556,Matched,Intersection,24537,BANNER WAY NE AND NE 80TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2011/05/11 00:00:00+00,05-11-2011 18:30,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,11131022,,10,Entering at angle,0,0,N
1,-122.3342549,47.61851729,1990,89600,89600,C714206,Matched,Intersection,29504,DENNY WAY AND FAIRVIEW AVE,,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,2008/11/21 00:00:00+00,11/21/2008 5:40:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,8326043,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3633924,47.70105496,1991,205500,205660,E474561,Matched,Intersection,37126,6TH AVE NW AND HOLMAN RD NW, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2015/10/25 00:00:00+00,10/25/2015 7:44:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3895146,47.56023457,1992,187900,187980,3587760,Matched,Block,,45TH AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2015/03/17 00:00:00+00,3/17/2015 4:37:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
2,-122.2821353,47.55470845,1993,183800,183880,3699064,Matched,Block,,RAINIER AVE S BETWEEN 39TH S AVE S AND 42ND AVE S, ,,2,Injury Collision,Angles,7,0,0,2,2015/01/03 00:00:00+00,01-03-2015 22:28,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Dark - Street Lights On,,,,10,Entering at angle,0,0,N
2,-122.3550634,47.52828653,1994,202300,202440,E451951,Matched,Intersection,35008,16TH AVE SW AND SW THISTLE ST, ,,2,Injury Collision,Angles,0,0,0,2,2015/08/13 00:00:00+00,8/13/2015 1:49:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3235727,47.72203501,1995,158400,158420,3577154,Matched,Intersection,35984,5TH AVE NE AND 130TH ST OFF RP, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2013/12/15 00:00:00+00,12/15/2013 1:10:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Overcast,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3394375,47.56606066,1996,263900,264680,E754951,Matched,Block,,EAST MARGINAL WAY S BETWEEN ALASKAN WY VI NB AND S NEVADA ST, ,,1,Property Damage Only Collision,Rear Ended,4,0,0,2,2017/12/19 00:00:00+00,12/19/2017 12:01:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.2834787,47.66850835,1997,131900,131900,3504806,Matched,Block,,NE 55TH ST BETWEEN 40TH AVE NE AND 43RD AVE NE,,,2,Injury Collision,Parked Car,5,1,0,3,2012/07/18 00:00:00+00,7/18/2012 3:30:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,12200033,,32,One parked--one moving,0,0,N
1,-122.3152507,47.66401157,1998,120600,120600,3568987,Matched,Block,,12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2011/06/05 00:00:00+00,06-05-2011 18:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,11156026,,20,One car leaving parked position,0,0,N
1,-122.3886772,47.54670258,1999,272600,273440,3745551,Matched,Intersection,32922,44TH AVE SW AND SW GRAHAM ST, ,,1,Property Damage Only Collision,Parked Car,4,0,0,3,2018/02/23 00:00:00+00,2/23/2018 7:29:00 PM,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - No Street Lights,,,Y,32,One parked--one moving,0,0,Y
1,-122.3386512,47.60733158,2000,124800,124800,3563201,Matched,Block,,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,,,1,Property Damage Only Collision,Rear Ended,5,0,0,2,2011/03/03 00:00:00+00,03-03-2011 12:22,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Wet,Daylight,,11062023,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3865836,47.58025274,2001,87000,87000,2804353,Matched,Block,,CALIFORNIA AVE SW BETWEEN SW ADMIRAL WAY AND SW LANDER ST,,,1,Property Damage Only Collision,Other,2,0,0,1,2008/10/15 00:00:00+00,10/15/2008 10:30:00 PM,Driveway Junction,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Clear,Wet,Dark - Street Lights On,,8289029,,50,Fixed object,0,0,N
1,-122.2765772,47.52425408,2002,102900,102900,2892268,Matched,Intersection,35264,RENTON AVE S AND S TRENTON ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2009/08/21 00:00:00+00,8/21/2009 11:30:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,9233012,,10,Entering at angle,0,0,N
1,-122.3341972,47.58716755,2003,224400,224680,E566613,Matched,Block,,1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2016/07/20 00:00:00+00,7/20/2016 11:50:00 AM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.320795,47.54741455,2004,172700,172720,3699020,Matched,Block,,S BAILEY ST BETWEEN CORSON AVE S AND CARLETON AVE S, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2014/07/28 00:00:00+00,7/28/2014 1:48:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.2965188,47.73378577,2005,95400,95400,3130307,Matched,Intersection,35990,30TH AVE NE AND NE 145TH ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2009/10/14 00:00:00+00,10/14/2009 5:05:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,9287053,Y,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3604903,47.5723822,2008,274600,275460,3744293,Matched,Block,,WEST MARGINAL WAY SW BETWEEN CHELAN N AVE SW AND SW SPOKANE ST, ,,1,Property Damage Only Collision,Right Turn,2,0,0,2,2018/03/06 00:00:00+00,03-06-2018 06:56,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,16,From same direction - one right turn - one straight,0,0,N
1,-122.3458631,47.61299081,2009,90500,90500,2892141,Matched,Block,,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2008/04/19 00:00:00+00,4/19/2008 1:00:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Unknown,Unknown,Unknown,,8110018,,32,One parked--one moving,0,0,N
1,-122.3488698,47.62542788,2010,227800,228140,3696259,Matched,Intersection,28887,4TH AVE N AND ROY ST, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2016/09/14 00:00:00+00,9/14/2016 8:54:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Dark - Street Lights On,,,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3444844,47.68277237,2011,123400,123400,3333594,Matched,Intersection,24312,AURORA AVE N AND WINONA AVE N,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2011/02/19 00:00:00+00,2/19/2011 8:50:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,11050010,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3185078,47.6359209,2013,102000,102000,3199562,Matched,Block,,E HOWE ST BETWEEN FEDERAL AVE E AND 11TH AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2009/10/04 00:00:00+00,10-04-2009,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Unknown,Unknown,Unknown,,9277026,,32,One parked--one moving,0,0,N
1,-122.2995577,47.59555716,2014,280500,281380,3702417,Matched,Block,,S DEARBORN ST BETWEEN 25TH AVE S AND 26TH W AVE S, ,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2018/04/05 00:00:00+00,04-05-2018 12:18,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,32,One parked--one moving,0,0,N
1,,,2015,193500,193580,3735889,Matched,,,,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Angles,2,0,0,2,2015/05/18 00:00:00+00,5/18/2015 10:00:00 AM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,,,10,Entering at angle,0,0,N
2,-122.3765745,47.53921975,2016,80200,80200,2824794,Matched,Intersection,34025,35TH AVE SW AND SW MYRTLE ST,,,2,Injury Collision,Left Turn,3,0,0,2,2008/06/27 00:00:00+00,6/27/2008 3:12:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,8179032,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.3446734,47.64157906,2017,72500,72500,2607098,Matched,Block,,DEXTER AVE N BETWEEN WHEELER ST AND HALLADAY ST,,,1,Property Damage Only Collision,Parked Car,4,0,0,4,2007/10/01 00:00:00+00,10-01-2007,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,7274022,,32,One parked--one moving,0,0,N
1,-122.3225348,47.62313461,2018,117400,117400,3332163,Matched,Block,,E REPUBLICAN ST BETWEEN BOYLSTON AVE E AND HARVARD AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2010/09/25 00:00:00+00,9/25/2010 1:15:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,10268030,,32,One parked--one moving,0,0,N
